"kegg","sp","trans","qlen","slen","bitscore","length","nident","pident","evalue","ppos","cov","ko"
"afm:AFUA_3G05360","Q4WWC6","TRINITY_DN7867_c0_g1_i1",824,133,184,109,93,85.32,1e-56,89.91,0.699248120300752,"ko:K11251"
"afm:AFUA_3G05360","Q4WWC6","TRINITY_DN25720_c0_g1_i1",575,133,169,104,80,76.92,7e-52,88.46,0.601503759398496,"ko:K11251"
"afm:AFUA_3G08160","Q4WX43","TRINITY_DN7983_c0_g1_i1",1655,406,550,392,280,71.43,0,84.95,0.689655172413793,"ko:K03257"
"afm:AFUA_3G08160","Q4WX43","TRINITY_DN9429_c0_g1_i1",1558,406,549,388,266,68.56,0,87.11,0.655172413793103,"ko:K03257"
"afm:AFUA_3G13320","Q4WYK1","TRINITY_DN8854_c0_g1_i1",1089,297,285,270,152,56.3,2e-92,70.74,0.511784511784512,"ko:K02998"
"afm:AFUA_4G04020","Q4W9R2","TRINITY_DN3357_c0_g1_i1",542,120,115,116,62,53.45,2e-31,68.97,0.516666666666667,"ko:K09568"
"afm:AFUA_4G07650","Q4WP12","TRINITY_DN9266_c1_g2_i1",735,209,211,191,123,64.4,1e-66,74.35,0.588516746411483,"ko:K03768"
"afm:AFUA_5G01950","Q4WE68","TRINITY_DN8592_c0_g1_i1",767,138,149,96,72,75,2e-43,86.46,0.521739130434783,"ko:K11251"
"afm:AFUA_5G02410","Q4WEB4","TRINITY_DN7983_c0_g1_i1",1655,398,538,382,266,69.63,0,83.51,0.668341708542714,"ko:K13025"
"afm:AFUA_5G02410","Q4WEB4","TRINITY_DN9429_c0_g1_i1",1558,398,692,387,321,82.95,0,93.28,0.806532663316583,"ko:K13025"
"afm:AFUA_5G03130","Q4WEI5","TRINITY_DN10058_c0_g1_i1",1668,436,456,437,227,51.95,2e-154,68.19,0.520642201834862,"ko:K10752"
"afm:AFUA_5G03490","Q7Z8P9","TRINITY_DN561_c0_g1_i1",671,153,181,150,81,54,1e-55,68,0.529411764705882,"ko:K00940"
"afm:AFUA_5G03490","Q7Z8P9","TRINITY_DN8388_c0_g1_i1",813,153,190,148,97,65.54,1e-58,77.03,0.633986928104575,"ko:K00940"
"afm:AFUA_5G05450","Q4WTM9","TRINITY_DN9087_c0_g1_i1",847,256,302,241,159,65.98,7e-101,80.5,0.62109375,"ko:K02984"
"afm:AFUA_5G06060","Q4WTT8","TRINITY_DN5432_c0_g1_i1",930,158,190,161,104,64.6,4e-58,80.75,0.658227848101266,"ko:K03094"
"afm:AFUA_5G09240","Q9Y8D9","TRINITY_DN7930_c0_g1_i1",680,154,156,152,84,55.26,4e-46,67.76,0.545454545454545,"ko:K04565"
"afm:AFUA_6G02630","Q4WCW2","TRINITY_DN9075_c0_g1_i2",1557,448,560,404,265,65.59,0,81.19,0.591517857142857,"ko:K12812"
"afm:AFUA_6G02630","Q4WCW2","TRINITY_DN9075_c0_g1_i3",1706,448,559,404,265,65.59,0,81.19,0.591517857142857,"ko:K12812"
"afm:AFUA_6G04430","Q4WDE1","TRINITY_DN9341_c0_g1_i1",1091,176,167,178,90,50.56,2e-48,66.85,0.511363636363636,"ko:K08967"
"afm:AFUA_6G06325","Q4WNI0","TRINITY_DN19396_c0_g1_i1",665,80,99.4,73,47,64.38,3e-25,79.45,0.5875,"ko:K12625"
"afm:AFUA_6G06770","Q96X30","TRINITY_DN9573_c0_g1_i1",1574,438,555,431,276,64.04,0,78.42,0.63013698630137,"ko:K01689"
"afm:AFUA_6G12170","Q4WLV6","TRINITY_DN3357_c0_g1_i1",542,112,128,108,63,58.33,2e-36,72.22,0.5625,"ko:K09568"
"afm:AFUA_6G12170","Q4WLV6","TRINITY_DN6990_c0_g1_i1",617,112,117,92,58,63.04,6e-32,71.74,0.517857142857143,"ko:K09568"
"afm:AFUA_6G14210","Q4WLA7","TRINITY_DN8301_c0_g1_i1",926,151,228,149,103,69.13,4e-73,83.22,0.682119205298013,"ko:K10573"
"afm:AFUA_7G00250","Q4WA70","TRINITY_DN1082_c0_g1_i1",1307,448,677,411,323,78.59,0,91,0.720982142857143,"ko:K07375"
"afm:AFUA_7G00250","Q4WA70","TRINITY_DN8706_c0_g1_i1",1473,448,709,429,337,78.55,0,91.38,0.752232142857143,"ko:K07375"
"afm:AFUA_8G03890","Q4WCM6","TRINITY_DN9399_c0_g1_i1",856,181,173,170,98,57.65,1e-51,70,0.541436464088398,"ko:K09567"
"afm:AFUA_8G03890","Q4WCM6","TRINITY_DN9266_c1_g2_i1",735,181,167,167,99,59.28,1e-49,71.86,0.546961325966851,"ko:K09567"
"afr:AFE_0035","B7J3D6","TRINITY_DN21870_c0_g1_i1",297,44,45.4,38,23,60.53,2e-06,76.32,0.522727272727273,"ko:K02914"
"afr:AFE_0849","B7J6R4","TRINITY_DN9573_c0_g1_i1",1574,426,399,432,218,50.46,1e-132,68.75,0.511737089201878,"ko:K01689"
"afr:AFE_2665","B7J7X9","TRINITY_DN8020_c0_g1_i1",2247,634,706,569,363,63.8,0,78.21,0.572555205047319,"ko:K04043"
"afr:AFE_3205","B7JB86","TRINITY_DN9485_c0_g1_i1",1847,514,570,511,286,55.97,0,73.58,0.556420233463035,"ko:K02111"
"afu:AF_0508","O29742","TRINITY_DN8143_c2_g1_i1",1805,336,313,311,181,58.2,2e-99,69.45,0.538690476190476,"ko:K06215"
"afu:AF_0767","O29491","TRINITY_DN8388_c0_g1_i1",813,151,163,149,79,53.02,3e-48,74.5,0.52317880794702,"ko:K00940"
"afu:AF_0937","O29325","TRINITY_DN9609_c0_g1_i1",2660,423,455,440,219,49.77,8e-150,67.05,0.517730496453901,"ko:K03231"
"afu:AF_1892","O28387","TRINITY_DN7764_c0_g1_i1",496,142,160,137,79,57.66,8e-49,75.91,0.556338028169014,"ko:K02950"
"afu:AF_1915","O28364","TRINITY_DN6283_c0_g1_i1",638,132,134,124,69,55.65,4e-38,70.16,0.522727272727273,"ko:K02874"
"afu:AF_2283","O28001","TRINITY_DN9071_c0_g1_i2",535,133,112,113,72,63.72,5e-30,81.42,0.541353383458647,"ko:K02948"
"afu:AF_2283","O28001","TRINITY_DN9071_c0_g1_i1",535,133,112,113,72,63.72,5e-30,81.42,0.541353383458647,"ko:K02948"
"afw:Anae109_0159","A7H6N1","TRINITY_DN9562_c0_g1_i1",1944,389,383,373,203,54.42,2e-125,71.58,0.521850899742931,"ko:K00789"
"afw:Anae109_2168","A7HCC4","TRINITY_DN9573_c0_g1_i1",1574,429,408,442,226,51.13,3e-136,66.97,0.526806526806527,"ko:K01689"
"afw:Anae109_4495","A7HIX7","TRINITY_DN9596_c0_g1_i1",1802,481,626,452,328,72.57,0,82.96,0.681912681912682,"ko:K02112"
"afw:Anae109_4497","A7HIX9","TRINITY_DN9485_c0_g1_i1",1847,512,615,509,306,60.12,0,76.03,0.59765625,"ko:K02111"
"aga:AgaP_AGAP000655","Q7QEH1","TRINITY_DN9071_c0_g1_i1",535,152,220,141,119,84.4,7e-72,92.2,0.782894736842105,"ko:K02955"
"aga:AgaP_AGAP000655","Q7QEH1","TRINITY_DN9071_c0_g1_i2",535,152,220,141,119,84.4,7e-72,92.2,0.782894736842105,"ko:K02955"
"aga:AgaP_AGAP000719","O76757","TRINITY_DN9231_c0_g1_i1",1572,432,686,431,332,77.03,0,87.47,0.768518518518518,"ko:K01251"
"aga:AgaP_AGAP001043","Q7QHW5","TRINITY_DN9525_c0_g1_i1",3231,850,956,728,506,69.51,0,78.98,0.595294117647059,"ko:K02105"
"aga:AgaP_AGAP001364","Q7PXE2","TRINITY_DN19319_c0_g1_i1",339,88,157,83,76,91.57,3e-49,96.39,0.863636363636364,"ko:K12162"
"aga:AgaP_AGAP001459","A0NGY0","TRINITY_DN8253_c0_g1_i1",620,187,247,162,117,72.22,1e-81,85.19,0.625668449197861,"ko:K02880"
"aga:AgaP_AGAP002346","Q7QBX2","TRINITY_DN9071_c0_g1_i2",535,152,221,141,119,84.4,5e-72,92.2,0.782894736842105,"ko:K02955"
"aga:AgaP_AGAP002346","Q7QBX2","TRINITY_DN9071_c0_g1_i1",535,152,221,141,119,84.4,5e-72,92.2,0.782894736842105,"ko:K02955"
"aga:AgaP_AGAP002358","Q7PQV7","TRINITY_DN19535_c0_g1_i1",1021,300,259,306,154,50.33,1e-82,64.38,0.513333333333333,"ko:K05863"
"aga:AgaP_AGAP002440","Q17031","TRINITY_DN9378_c0_g1_i1",2323,191,364,191,176,92.15,2e-119,95.29,0.921465968586387,"ko:K04393"
"aga:AgaP_AGAP002440","Q17031","TRINITY_DN8633_c0_g1_i1",935,191,285,192,132,68.75,1e-94,82.29,0.691099476439791,"ko:K04393"
"aga:AgaP_AGAP002440","Q17031","TRINITY_DN8633_c0_g1_i2",2037,191,286,192,133,69.27,1e-90,82.81,0.696335078534031,"ko:K04393"
"aga:AgaP_AGAP002440","Q17031","TRINITY_DN8545_c0_g1_i1",1280,191,210,185,98,52.97,6e-64,72.43,0.513089005235602,"ko:K04393"
"aga:AgaP_AGAP002499","Q7QC84","TRINITY_DN8733_c0_g1_i1",1850,521,738,514,356,69.26,0,82.1,0.683301343570058,"ko:K00140"
"aga:AgaP_AGAP003532","P52813","TRINITY_DN9087_c0_g1_i1",847,269,313,247,163,65.99,6e-105,79.35,0.605947955390335,"ko:K02984"
"aga:AgaP_AGAP004871","Q7PPU9","TRINITY_DN9379_c3_g1_i2",1534,280,318,259,182,70.27,1e-103,83.4,0.65,"ko:K17286"
"aga:AgaP_AGAP004871","Q7PPU9","TRINITY_DN9379_c3_g1_i6",1638,280,318,259,182,70.27,3e-103,83.4,0.65,"ko:K17286"
"aga:AgaP_AGAP004871","Q7PPU9","TRINITY_DN9379_c3_g1_i4",1149,280,323,265,184,69.43,3e-107,83.77,0.657142857142857,"ko:K17286"
"aga:AgaP_AGAP004871","Q7PPU9","TRINITY_DN9379_c3_g1_i5",1143,280,322,260,186,71.54,5e-107,83.85,0.664285714285714,"ko:K17286"
"aga:AgaP_AGAP004871","Q7PPU9","TRINITY_DN9379_c3_g1_i1",1085,280,318,259,182,70.27,9e-106,83.4,0.65,"ko:K17286"
"aga:AgaP_AGAP004871","Q7PPU9","TRINITY_DN9379_c3_g1_i3",1149,280,318,259,182,70.27,2e-105,83.4,0.65,"ko:K17286"
"aga:AgaP_AGAP004887","Q9U9L1","TRINITY_DN9098_c0_g1_i1",501,131,194,130,96,73.85,2e-62,86.15,0.732824427480916,"ko:K02962"
"aga:AgaP_AGAP004919","P52818","TRINITY_DN7188_c0_g1_i1",702,204,239,187,132,70.59,9e-78,85.56,0.647058823529412,"ko:K02877"
"aga:AgaP_AGAP005129","Q7Q9N9","TRINITY_DN7331_c0_g1_i1",1175,278,305,274,155,56.57,3e-100,72.26,0.557553956834532,"ko:K00772"
"aga:AgaP_AGAP005802","Q9U9L2","TRINITY_DN2396_c0_g1_i1",868,261,416,249,198,79.52,2e-145,89.96,0.758620689655172,"ko:K02938"
"aga:AgaP_AGAP005947","P52811","TRINITY_DN14986_c0_g1_i1",362,151,161,108,78,72.22,1e-49,83.33,0.516556291390728,"ko:K02953"
"aga:AgaP_AGAP005947","P52811","TRINITY_DN8391_c0_g1_i1",556,151,266,151,126,83.44,6e-90,93.38,0.834437086092715,"ko:K02953"
"aga:AgaP_AGAP005960","O76732","TRINITY_DN8757_c0_g1_i1",852,271,283,235,147,62.55,4e-93,78.3,0.542435424354244,"ko:K02936"
"aga:AgaP_AGAP006459","P42678","TRINITY_DN8110_c0_g1_i1",679,110,145,110,69,62.73,1e-42,80,0.627272727272727,"ko:K03113"
"aga:AgaP_AGAP006607","Q7PP77","TRINITY_DN7723_c0_g2_i1",1067,327,413,327,190,58.1,2e-142,76.76,0.581039755351682,"ko:K03246"
"aga:AgaP_AGAP006607","Q7PP77","TRINITY_DN7723_c0_g1_i1",1067,327,413,327,190,58.1,2e-142,76.76,0.581039755351682,"ko:K03246"
"aga:AgaP_AGAP006782","Q27238","TRINITY_DN5342_c0_g2_i1",1506,301,244,293,151,51.54,1e-74,67.92,0.501661129568106,"ko:K05863"
"aga:AgaP_AGAP006782","Q27238","TRINITY_DN19535_c0_g1_i1",1021,301,264,303,156,51.49,1e-84,64.69,0.518272425249169,"ko:K05863"
"aga:AgaP_AGAP007580","Q7QJM5","TRINITY_DN4546_c0_g1_i1",619,189,241,188,119,63.3,4e-79,77.66,0.62962962962963,"ko:K02883"
"aga:AgaP_AGAP007722","Q7QJX9","TRINITY_DN9241_c0_g1_i1",1223,240,322,233,154,66.09,5e-107,79.4,0.641666666666667,"ko:K00939"
"aga:AgaP_AGAP008099","Q7PND3","TRINITY_DN12145_c0_g1_i1",444,167,254,139,116,83.45,2e-85,92.81,0.694610778443114,"ko:K12165"
"aga:AgaP_AGAP009031","O44248","TRINITY_DN9453_c0_g1_i1",1110,325,371,247,181,73.28,1e-125,87.45,0.556923076923077,"ko:K02932"
"aga:AgaP_AGAP009031","O44248","TRINITY_DN8136_c0_g1_i1",999,325,350,247,184,74.49,7e-118,87.04,0.566153846153846,"ko:K02932"
"aga:AgaP_AGAP009154","Q7PVX8","TRINITY_DN7982_c0_g1_i1",1422,304,439,305,206,67.54,4e-151,84.59,0.677631578947368,"ko:K05758"
"aga:AgaP_AGAP009154","Q7PVX8","TRINITY_DN7982_c0_g2_i1",1417,304,439,305,206,67.54,4e-151,84.59,0.677631578947368,"ko:K05758"
"aga:AgaP_AGAP009209","Q7PVQ9","TRINITY_DN2486_c1_g1_i1",456,117,178,115,84,73.04,2e-56,84.35,0.717948717948718,"ko:K03008"
"aga:AgaP_AGAP009998","P52812","TRINITY_DN8718_c0_g1_i1",523,153,214,161,106,65.84,1e-69,79.5,0.69281045751634,"ko:K02949"
"aga:AgaP_AGAP010163","Q7Q0U1","TRINITY_DN4420_c0_g1_i1",772,70,106,70,49,70,1e-27,90,0.7,"ko:K02923"
"aga:AgaP_AGAP010592","P33514","TRINITY_DN8486_c0_g1_i1",661,192,280,185,136,73.51,3e-94,86.49,0.708333333333333,"ko:K02993"
"aga:AgaP_AGAP011756","Q7PZ66","TRINITY_DN8759_c0_g1_i1",1274,151,209,144,95,65.97,4e-64,82.64,0.629139072847682,"ko:K13758"
"aga:AgaP_AGAP011777","Q7PZ81","TRINITY_DN8854_c0_g1_i1",1089,285,322,207,148,71.5,7e-107,83.09,0.519298245614035,"ko:K02998"
"aga:AgaP_AGAP012100","Q9GT45","TRINITY_DN8677_c0_g1_i1",395,115,174,114,89,78.07,7e-55,82.46,0.773913043478261,"ko:K02976"
"aga:AgaP_AGAP012199","Q27442","TRINITY_DN13091_c0_g1_i1",375,124,174,91,81,89.01,3e-55,97.8,0.653225806451613,"ko:K11252"
"aga:AgaP_AGAP012199","Q27442","TRINITY_DN9165_c0_g1_i1",731,124,177,91,84,92.31,2e-54,97.8,0.67741935483871,"ko:K11252"
"aga:AgaP_AGAP012199","Q27442","TRINITY_DN15080_c0_g1_i1",269,124,176,89,82,92.13,3e-56,100,0.661290322580645,"ko:K11252"
"aga:AgaP_AGAP012199","Q27442","TRINITY_DN9165_c0_g1_i2",745,124,177,91,84,92.31,2e-54,97.8,0.67741935483871,"ko:K11252"
"aga:AgaP_AGAP012201","Q27442","TRINITY_DN15080_c0_g1_i1",269,124,176,89,82,92.13,3e-56,100,0.661290322580645,"ko:K11252"
"aga:AgaP_AGAP012201","Q27442","TRINITY_DN9165_c0_g1_i2",745,124,177,91,84,92.31,2e-54,97.8,0.67741935483871,"ko:K11252"
"aga:AgaP_AGAP012201","Q27442","TRINITY_DN9165_c0_g1_i1",731,124,177,91,84,92.31,2e-54,97.8,0.67741935483871,"ko:K11252"
"aga:AgaP_AGAP012201","Q27442","TRINITY_DN13091_c0_g1_i1",375,124,174,91,81,89.01,3e-55,97.8,0.653225806451613,"ko:K11252"
"aga:AgaP_AGAP012202","Q27442","TRINITY_DN9165_c0_g1_i1",731,124,177,91,84,92.31,2e-54,97.8,0.67741935483871,"ko:K11252"
"aga:AgaP_AGAP012202","Q27442","TRINITY_DN15080_c0_g1_i1",269,124,176,89,82,92.13,3e-56,100,0.661290322580645,"ko:K11252"
"aga:AgaP_AGAP012202","Q27442","TRINITY_DN9165_c0_g1_i2",745,124,177,91,84,92.31,2e-54,97.8,0.67741935483871,"ko:K11252"
"aga:AgaP_AGAP012202","Q27442","TRINITY_DN13091_c0_g1_i1",375,124,174,91,81,89.01,3e-55,97.8,0.653225806451613,"ko:K11252"
"aga:AgaP_AGAP012710","Q27442","TRINITY_DN13091_c0_g1_i1",375,124,174,91,81,89.01,3e-55,97.8,0.653225806451613,"ko:K11252"
"aga:AgaP_AGAP012710","Q27442","TRINITY_DN9165_c0_g1_i1",731,124,177,91,84,92.31,2e-54,97.8,0.67741935483871,"ko:K11252"
"aga:AgaP_AGAP012710","Q27442","TRINITY_DN9165_c0_g1_i2",745,124,177,91,84,92.31,2e-54,97.8,0.67741935483871,"ko:K11252"
"aga:AgaP_AGAP012710","Q27442","TRINITY_DN15080_c0_g1_i1",269,124,176,89,82,92.13,3e-56,100,0.661290322580645,"ko:K11252"
"aga:AgaP_AGAP012894","Q27442","TRINITY_DN15080_c0_g1_i1",269,124,176,89,82,92.13,3e-56,100,0.661290322580645,"ko:K11252"
"aga:AgaP_AGAP012894","Q27442","TRINITY_DN13091_c0_g1_i1",375,124,174,91,81,89.01,3e-55,97.8,0.653225806451613,"ko:K11252"
"aga:AgaP_AGAP012894","Q27442","TRINITY_DN9165_c0_g1_i1",731,124,177,91,84,92.31,2e-54,97.8,0.67741935483871,"ko:K11252"
"aga:AgaP_AGAP012894","Q27442","TRINITY_DN9165_c0_g1_i2",745,124,177,91,84,92.31,2e-54,97.8,0.67741935483871,"ko:K11252"
"aga:AgaP_AGAP013168","Q7QAD7","TRINITY_DN7097_c0_g2_i1",652,154,164,139,81,58.27,4e-49,74.1,0.525974025974026,"ko:K03635"
"aga:AgaP_AGAP013168","Q7QAD7","TRINITY_DN7097_c0_g1_i1",652,154,164,139,81,58.27,4e-49,74.1,0.525974025974026,"ko:K03635"
"aga:COX1","P34838","TRINITY_DN25050_c0_g1_i1",1890,514,530,359,276,76.88,0,88.86,0.536964980544747,"ko:K02256"
"aga:COX3","P34842","TRINITY_DN25050_c0_g1_i1",1890,262,268,232,149,64.22,5e-83,77.59,0.568702290076336,"ko:K02262"
"ago:AGOS_AAR156C","Q75EB8","TRINITY_DN8301_c0_g1_i1",926,170,226,149,101,67.79,8e-72,85.23,0.594117647058824,"ko:K10573"
"ago:AGOS_ABL174C","Q75E44","TRINITY_DN9405_c0_g1_i1",2286,613,637,596,355,59.56,0,75.17,0.579119086460033,"ko:K03283"
"ago:AGOS_ABL174C","Q75E44","TRINITY_DN9405_c0_g1_i2",2275,613,637,596,355,59.56,0,75.17,0.579119086460033,"ko:K03283"
"ago:AGOS_ABR096C","Q75DD1","TRINITY_DN8388_c0_g1_i1",813,151,186,148,89,60.14,3e-57,79.05,0.589403973509934,"ko:K00940"
"ago:AGOS_ABR096C","Q75DD1","TRINITY_DN561_c0_g1_i1",671,151,167,148,76,51.35,2e-50,68.92,0.503311258278146,"ko:K00940"
"ago:AGOS_ABR183W","Q9HF54","TRINITY_DN8545_c0_g1_i1",1280,207,262,181,121,66.85,6e-84,82.87,0.584541062801932,"ko:K04513"
"ago:AGOS_ABR222W","Q75D00","TRINITY_DN9513_c2_g1_i1",717,376,417,215,192,89.3,4e-145,96.74,0.51063829787234,"ko:K05692"
"ago:AGOS_ACL017C","Q75CC6","TRINITY_DN8592_c0_g1_i1",767,133,147,94,71,75.53,2e-42,87.23,0.533834586466165,"ko:K11251"
"ago:AGOS_ACL065C","Q75CI4","TRINITY_DN9363_c0_g1_i1",1209,261,372,244,174,71.31,2e-126,81.15,0.666666666666667,"ko:K00235"
"ago:AGOS_ACR038W","Q75C78","TRINITY_DN9405_c0_g1_i1",2286,674,691,606,365,60.23,0,80.2,0.541543026706231,"ko:K09490"
"ago:AGOS_ACR038W","Q75C78","TRINITY_DN9405_c0_g1_i2",2275,674,691,606,365,60.23,0,80.2,0.541543026706231,"ko:K09490"
"ago:AGOS_ACR112C","Q75C07","TRINITY_DN9310_c0_g1_i1",1299,154,194,126,89,70.63,2e-58,86.51,0.577922077922078,"ko:K22068"
"ago:AGOS_ACR163W","Q75BV8","TRINITY_DN6976_c0_g2_i1",355,70,106,68,50,73.53,2e-29,83.82,0.714285714285714,"ko:K03007"
"ago:AGOS_ACR163W","Q75BV8","TRINITY_DN6976_c0_g1_i1",300,70,106,68,50,73.53,1e-29,83.82,0.714285714285714,"ko:K03007"
"ago:AGOS_ACR182C","Q75BT9","TRINITY_DN9431_c1_g1_i1",1769,369,434,354,211,59.6,2e-146,72.6,0.571815718157182,"ko:K01915"
"ago:AGOS_ACR253C","Q75BL8","TRINITY_DN9429_c0_g1_i1",1558,396,488,384,239,62.24,4e-168,80.99,0.603535353535353,"ko:K03257"
"ago:AGOS_ACR253C","Q75BL8","TRINITY_DN7983_c0_g1_i1",1655,396,466,386,244,63.21,4e-159,78.5,0.616161616161616,"ko:K03257"
"ago:AGOS_ACR255C","Q75BL6","TRINITY_DN11213_c0_g1_i1",462,87,98.6,84,44,52.38,2e-25,72.62,0.505747126436782,"ko:K02971"
"ago:AGOS_ADL127C","Q75AP7","TRINITY_DN2396_c0_g1_i1",868,254,362,248,175,70.56,1e-124,85.08,0.688976377952756,"ko:K02938"
"ago:AGOS_ADL201W","Q757K0","TRINITY_DN579_c0_g1_i1",718,103,152,82,75,91.46,3e-45,96.34,0.728155339805825,"ko:K11254"
"ago:AGOS_ADL370C","P41752","TRINITY_DN9609_c0_g1_i1",2660,458,717,443,339,76.52,0,87.13,0.740174672489083,"ko:K03231"
"ago:AGOS_ADL374W","Q75BD8","TRINITY_DN4609_c0_g2_i1",579,143,199,138,91,65.94,1e-63,82.61,0.636363636363636,"ko:K12859"
"ago:AGOS_ADL374W","Q75BD8","TRINITY_DN4609_c0_g1_i1",538,143,199,138,91,65.94,7e-64,82.61,0.636363636363636,"ko:K12859"
"ago:AGOS_ADL395C","Q755R1","TRINITY_DN8110_c0_g1_i1",679,108,129,110,63,57.27,4e-36,72.73,0.583333333333333,"ko:K03113"
"ago:AGOS_ADR094W","Q75A26","TRINITY_DN8940_c0_g1_i2",1123,181,314,178,147,82.58,4e-105,91.57,0.812154696132597,"ko:K07937"
"ago:AGOS_ADR094W","Q75A26","TRINITY_DN9138_c0_g1_i1",1825,181,256,177,133,75.14,6e-80,87.57,0.734806629834254,"ko:K07937"
"ago:AGOS_ADR094W","Q75A26","TRINITY_DN6858_c0_g1_i1",660,181,211,166,97,58.43,3e-67,76.51,0.535911602209945,"ko:K07937"
"ago:AGOS_ADR094W","Q75A26","TRINITY_DN8426_c0_g1_i1",867,181,210,148,92,62.16,8e-66,79.73,0.50828729281768,"ko:K07937"
"ago:AGOS_ADR094W","Q75A26","TRINITY_DN8940_c0_g1_i1",1307,181,318,179,149,83.24,9e-106,91.06,0.823204419889503,"ko:K07937"
"ago:AGOS_ADR094W","Q75A26","TRINITY_DN6858_c0_g2_i1",660,181,211,166,97,58.43,3e-67,76.51,0.535911602209945,"ko:K07937"
"ago:AGOS_ADR094W","Q75A26","TRINITY_DN14631_c0_g1_i1",357,181,207,118,92,77.97,3e-67,91.53,0.50828729281768,"ko:K07937"
"ago:AGOS_ADR206W","Q759R7","TRINITY_DN9469_c0_g2_i1",1279,387,502,396,253,63.89,3e-175,76.26,0.65374677002584,"ko:K02925"
"ago:AGOS_ADR258W","Q759L8","TRINITY_DN9320_c0_g2_i1",377,143,152,113,72,63.72,3e-46,79.65,0.503496503496504,"ko:K02960"
"ago:AGOS_ADR258W","Q759L8","TRINITY_DN9320_c0_g2_i2",698,143,190,138,91,65.94,3e-59,80.43,0.636363636363636,"ko:K02960"
"ago:AGOS_ADR260C","Q759L6","TRINITY_DN9075_c0_g1_i3",1706,438,553,407,252,61.92,0,80.1,0.575342465753425,"ko:K12812"
"ago:AGOS_ADR260C","Q759L6","TRINITY_DN9075_c0_g1_i2",1557,438,555,407,252,61.92,0,80.1,0.575342465753425,"ko:K12812"
"ago:AGOS_AEL002W","Q8J1F8","TRINITY_DN13091_c0_g1_i1",375,127,156,90,70,77.78,5e-48,93.33,0.551181102362205,"ko:K11252"
"ago:AGOS_AEL002W","Q8J1F8","TRINITY_DN15080_c0_g1_i1",269,127,159,89,72,80.9,9e-50,95.51,0.566929133858268,"ko:K11252"
"ago:AGOS_AEL002W","Q8J1F8","TRINITY_DN9165_c0_g1_i1",731,127,167,96,77,80.21,2e-50,92.71,0.606299212598425,"ko:K11252"
"ago:AGOS_AEL002W","Q8J1F8","TRINITY_DN9165_c0_g1_i2",745,127,167,96,77,80.21,3e-50,92.71,0.606299212598425,"ko:K11252"
"ago:AGOS_AEL003C","Q757L4","TRINITY_DN8250_c0_g1_i1",2036,131,164,130,84,64.62,5e-46,73.85,0.641221374045801,"ko:K11251"
"ago:AGOS_AEL003C","Q757L4","TRINITY_DN25720_c0_g1_i1",575,131,178,120,88,73.33,2e-55,82.5,0.67175572519084,"ko:K11251"
"ago:AGOS_AEL003C","Q757L4","TRINITY_DN7867_c0_g1_i1",824,131,181,109,90,82.57,2e-55,89.91,0.687022900763359,"ko:K11251"
"ago:AGOS_AEL070W","Q757T2","TRINITY_DN8794_c0_g1_i1",600,127,134,109,77,70.64,2e-38,83.49,0.606299212598425,"ko:K12845"
"ago:AGOS_AEL150W","Q758D8","TRINITY_DN6006_c0_g1_i1",293,51,79,51,38,74.51,4e-19,82.35,0.745098039215686,"ko:K02924"
"ago:AGOS_AEL151C","Q752J5","TRINITY_DN5817_c0_g1_i1",528,130,211,130,96,73.85,8e-69,85.38,0.738461538461539,"ko:K02957"
"ago:AGOS_AEL325W","Q758S7","TRINITY_DN8919_c0_g1_i1",592,174,258,168,121,72.02,4e-86,85.12,0.695402298850575,"ko:K02868"
"ago:AGOS_AER012C","Q757K0","TRINITY_DN579_c0_g1_i1",718,103,152,82,75,91.46,3e-45,96.34,0.728155339805825,"ko:K11254"
"ago:AGOS_AER031C","Q757I2","TRINITY_DN9495_c0_g1_i1",1260,331,427,330,212,64.24,8e-147,78.79,0.640483383685801,"ko:K00134"
"ago:AGOS_AER031C","Q757I2","TRINITY_DN9495_c0_g1_i2",1244,331,428,330,213,64.55,4e-147,78.79,0.643504531722054,"ko:K00134"
"ago:AGOS_AER052W","Q757G1","TRINITY_DN8210_c0_g1_i2",308,56,91.3,55,40,72.73,9e-24,83.64,0.714285714285714,"ko:K02980"
"ago:AGOS_AER052W","Q757G1","TRINITY_DN8210_c0_g1_i1",404,56,91.3,55,40,72.73,3e-23,83.64,0.714285714285714,"ko:K02980"
"ago:AGOS_AER076C","Q757D7","TRINITY_DN6099_c0_g1_i1",424,114,120,112,63,56.25,7e-34,77.68,0.552631578947368,"ko:K02910"
"ago:AGOS_AER131C","Q756Y3","TRINITY_DN9087_c0_g1_i1",847,256,265,241,139,57.68,3e-86,77.59,0.54296875,"ko:K02984"
"ago:AGOS_AER266C","Q756X3","TRINITY_DN23350_c0_g1_i1",304,73,91.3,72,44,61.11,1e-23,73.61,0.602739726027397,"ko:K13113"
"ago:AGOS_AER294C","Q756H2","TRINITY_DN9573_c0_g1_i1",1574,437,573,431,285,66.13,0,79.12,0.652173913043478,"ko:K01689"
"ago:AGOS_AER396W","Q755X2","TRINITY_DN9481_c3_g1_i2",1438,120,138,113,62,54.87,2e-37,79.65,0.516666666666667,"ko:K08341"
"ago:AGOS_AER396W","Q755X2","TRINITY_DN9481_c3_g1_i16",1436,120,138,113,62,54.87,2e-37,79.65,0.516666666666667,"ko:K08341"
